Geração 0Melhor: 10000111101100001100x = [0.11925708699902238, 1.0498533724340176]Fitness: 3.1738271081697857
Geração 1Melhor: 10000101010111010101x = [0.08406647116324528, -0.16617790811339206]Fitness: 1.2579741102214084
Geração 2Melhor: 10000011111000010111x = [0.06060606060606055, 0.09188660801564019]Fitness: 0.6087189195311002
Geração 3Melhor: 01111110011000011010x = [-0.025415444770283457, 0.10361681329423256]Fitness: 0.5793228541647193
Geração 4Melhor: 01111110011000011010x = [-0.025415444770283457, 0.10361681329423256]Fitness: 0.5793228541647193
Geração 5Melhor: 01111110011000011010x = [-0.025415444770283457, 0.10361681329423256]Fitness: 0.5793228541647193
Geração 6Melhor: 01111110010111110011x = [-0.025415444770283457, -0.04887585532746819]Fitness: 0.23489801434977098
Geração 7Melhor: 01111110010111110101x = [-0.025415444770283457, -0.04105571847507328]Fitness: 0.19766367794191853
Geração 8Melhor: 01111110010111110101x = [-0.025415444770283457, -0.04105571847507328]Fitness: 0.19766367794191853
Geração 9Melhor: 01111110010111110101x = [-0.025415444770283457, -0.04105571847507328]Fitness: 0.19766367794191853
Geração 10Melhor: 01111110010111110101x = [-0.025415444770283457, -0.04105571847507328]Fitness: 0.19766367794191853
Geração 11Melhor: 01111111010111111000x = [-0.009775171065493637, -0.029325513196480912]Fitness: 0.11269063488056874
Geração 12Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 13Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 14Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 15Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 16Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 17Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 18Melhor: 01111111010111111110x = [-0.009775171065493637, -0.0058651026392961825]Fitness: 0.035700566977024284
Geração 19Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 20Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 21Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 22Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 23Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 24Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 25Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 26Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 27Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 28Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 29Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 30Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 31Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 32Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 33Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 34Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 35Melhor: 01111111010111111111x = [-0.009775171065493637, -0.0019550342130987275]Fitness: 0.030840024371926678
Geração 36Melhor: 01111111110111111111x = [-0.0019550342130987275, -0.0019550342130987275]Fitness: 0.008023682424568523
Geração 37Melhor: 01111111110111111111x = [-0.0019550342130987275, -0.0019550342130987275]Fitness: 0.008023682424568523
